iter	MultiClass
202	0.02438665868
203	0.02423662747
204	0.02405246821
205	0.02385588371
206	0.02366575125
207	0.02348492134
208	0.02336219581
209	0.02321662273
210	0.02304550017
211	0.0228834045
212	0.0227680375
213	0.02263725323
214	0.02250868984
215	0.02235522184
216	0.0221908431
217	0.02203320881
218	0.02192057081
219	0.02176668838
220	0.02163936262
221	0.02152310894
222	0.02137749517
223	0.02121966416
224	0.0210946902
225	0.02093161639
226	0.02082321727
227	0.02068128729
228	0.02058329978
229	0.02042912583
230	0.02030117188
231	0.02016321301
232	0.02005353536
233	0.01994510108
234	0.01981481635
235	0.01971562928
236	0.01962633384
237	0.01954149805
238	0.01940597639
239	0.01930562321
240	0.01917484498
241	0.01909479297
242	0.01899896299
243	0.01890634895
244	0.01880434945
245	0.01868139098
246	0.01859225217
247	0.01848146684
248	0.01835611257
249	0.01824752773
250	0.01815519078
251	0.01803587162
252	0.01794640575
253	0.01784083216
254	0.01776004474
255	0.01768764861
256	0.0175741143
257	0.01748720374
258	0.01738556403
259	0.01731450144
260	0.01723797914
261	0.01713342767
262	0.01705365302
263	0.01697978593
264	0.01690786845
265	0.01680674683
266	0.01671378333
267	0.01662118601
268	0.01654634607
269	0.01644954733
270	0.01635508231
271	0.01628775387
272	0.01617951207
273	0.01606770905
274	0.01600867086
275	0.01591926178
276	0.01585807175
277	0.01578878224
278	0.01572981393
279	0.01564137789
280	0.0155549538
281	0.01549851656
282	0.01541837216
283	0.01536139416
284	0.01528397979
285	0.01520675393
286	0.01513648961
287	0.01507296365
288	0.01501092808
289	0.01495684148
290	0.01489946121
291	0.01481955229
292	0.01473928555
293	0.01464456304
294	0.01458692472
295	0.01451831757
296	0.01444905408
297	0.01438706248
298	0.01433825015
299	0.01426434791
300	0.01419081335
301	0.0141320983
302	0.01407924281
303	0.01402789835
304	0.01395406787
305	0.01390830644
306	0.01383868627
307	0.0137940066
308	0.01372287175
309	0.0136607287
310	0.01361265525
311	0.01355707849
312	0.01349698405
313	0.01344572179
314	0.01339763275
315	0.01334470262
316	0.01330366034
317	0.0132606654
318	0.01321859473
319	0.01315172858
320	0.01308409546
321	0.01302788805
322	0.01297310679
323	0.01290919265
324	0.01287142898
325	0.01280719578
326	0.01276413788
327	0.01270966346
328	0.01265760894
329	0.01259723299
330	0.01255551747
331	0.01250011258
332	0.01244844025
333	0.01239056744
334	0.01234461269
335	0.01230755982
336	0.01227123753
337	0.0122288008
338	0.01217257824
339	0.01211739637
340	0.01207621184
341	0.01202245027
342	0.0119719322
343	0.01192532542
344	0.01187269163
345	0.01181633483
346	0.01175498473
347	0.01171576272
348	0.01167863919
349	0.01162686505
350	0.0115953139
351	0.01155933627
352	0.01151440443
353	0.01146737394
354	0.01142998148
355	0.01139546133
356	0.01134724905
357	0.01131323575
358	0.01127460487
359	0.01123044586
360	0.01118218393
361	0.01114690749
362	0.01110483707
363	0.01107465468
364	0.01103444488
365	0.01100209385
366	0.01097305675
367	0.01094108751
368	0.01090017499
369	0.01085609038
370	0.01081623372
371	0.01078517278
372	0.01074625254
373	0.0107036607
374	0.01065897418
375	0.01061857022
376	0.010579071
377	0.01053533832
378	0.01050849444
379	0.01048257348
380	0.01045693096
381	0.01043042568
382	0.0104009522
383	0.01036341769
384	0.01032156078
385	0.01029371339
386	0.01026946951
387	0.01024400016
388	0.01020334878
389	0.01015619015
390	0.01013262263
391	0.01009634879
392	0.01007293238
393	0.01004266791
394	0.01000913024
395	0.009968123169
396	0.009945402814
397	0.009911160483
398	0.009877765951
399	0.009849109763
400	0.009816761597
401	0.009772619271
402	0.009737445252
403	0.009710109617
404	0.009669761061
405	0.009635803899
406	0.009609849083
407	0.009584339361
408	0.009547709538
409	0.009518974512
410	0.009492649103
411	0.009451924632
412	0.009434834216
413	0.009406913897
414	0.009382838909
415	0.009347180552
416	0.009326814966
417	0.009299752148
418	0.009278613974
419	0.00926256978
420	0.009232256018
421	0.009203242168
422	0.009167357242
423	0.009144509548
424	0.009120710361
425	0.009083222707
426	0.009057449499
427	0.009028973188
428	0.008996048313
429	0.008976117208
430	0.00895658138
431	0.008930763656
432	0.008906334298
433	0.008883248014
434	0.008851504671
435	0.008821188937
436	0.008790307614
437	0.008767736101
438	0.008749878052
439	0.008732287819
440	0.008701532991
441	0.008679598361
442	0.008656210698
443	0.008632095464
444	0.008607740014
445	0.008586207575
446	0.008561205414
447	0.008531960067
448	0.008503344008
449	0.008479244006
450	0.008458269531
451	0.008430485046
452	0.008404766858
453	0.008380251293
454	0.008360781818
455	0.008341613986
456	0.008316250633
457	0.008289231926
458	0.008271590415
459	0.008249536272
460	0.008223796654
461	0.0081978478
462	0.00818118689
463	0.008154980387
464	0.008135390817
465	0.0081145119
466	0.008096215955
467	0.008070455113
468	0.008052516139
469	0.00803676466
470	0.008007154355
471	0.007989625792
472	0.007972381804
473	0.007955133241
474	0.007935800371
475	0.007913735309
476	0.007895122086
477	0.007870859078
478	0.007854240173
479	0.007829849216
480	0.0078101968
481	0.007786289903
482	0.00776504254
483	0.007745897037
484	0.007728101222
485	0.007711932062
486	0.007695990314
487	0.007678769008
488	0.007663875225
489	0.007640701519
490	0.007625633951
491	0.007608790419
492	0.007586276423
493	0.007565918286
494	0.007551322143
495	0.007531345388
496	0.007505901826
497	0.00749080606
498	0.007477498735
499	0.007458847174
